code,level,sub county,district_code,registered_voters,abed_bwanika,amama_mbabazi,baryamureeba_venansius,benon_biraaro,kizza_besigye,joseph_mabirizi,moureen_kyalya,yoweri_museveni,invalid
,sub county,Nakapelimoru,,6856,56,69,33,26,83,26,95,4146,594
2274,sub county,Nakaseke,30,8082,72,40,35,16,1631,26,20,3955,274
1838,sub county,Nakigo,72,15727,34,43,11,9,3755,72,132,5722,325
2243,sub county,Nalutuntu,22,11100,58,53,29,14,2362,12,19,4840,313
2249,sub county,Nama,79,23255,207,111,36,26,6234,31,43,7928,787
1832,sub county,Namalemba,72,9968,30,30,18,5,2475,5,52,3849,473
2261,sub county,Namalu,111,10952,32,37,25,15,589,29,47,6779,752
1258,sub county,Namanyonyi,33,13665,32,57,25,15,4675,9,22,4282,433
1286,sub county,Namasagali,77,13847,69,60,40,24,2325,28,108,5965,496
,sub county,Nambieso,,19238,107,136,83,27,4546,46,23,7961,528
2202,sub county,Namungo,29,7380,57,36,19,12,1536,22,11,3543,181
1282,sub county,Namwendwa,77,23448,107,238,42,20,4405,38,169,10351,719
1339,sub county,Namwiwa,41,14327,18,49,22,15,1312,8,198,8801,474
1995,sub county,Nankoma,81,17296,77,51,24,31,3972,23,63,6825,591
,sub county,Nansana Division,,70252,377,293,36,19,20510,34,68,8829,862
1841,sub county,Nawandala,72,13217,37,49,25,9,1580,3,133,6891,273
1294,sub county,Nawanyago,77,11063,46,50,78,13,2352,11,100,4287,393
2177,sub county,Ndeija,61,16324,32,58,33,12,2851,6,12,8296,199
942,sub county,Nebbi,95,10664,98,289,103,44,1502,41,50,4710,362
1568,sub county,Ngenge,91,4531,9,81,1,6,458,2,1,2497,111
946,sub county,Ngora,84,12844,124,142,69,38,4374,35,38,3931,438
,sub county,Nkokonjeru Town Council,,4573,37,19,5,6,1276,6,7,1680,132
1210,sub county,Nkoma,64,14515,19,46,14,11,1191,7,10,9028,186
1364,sub county,Nyabbani,64,10773,37,51,13,8,1017,6,4,6134,208
958,sub county,Nyabihoko,62,11621,19,28,30,9,3098,11,11,5343,207
,sub county,Nyabubare,,18356,38,70,44,15,3975,18,16,9031,340
1822,sub county,Nyabuhikye,2,9920,11,28,23,7,968,3,11,6260,119
1527,sub county,Nyakabande,60,13449,21,39,56,7,1173,5,11,8550,414
1528,sub county,Nyakinama,60,9885,21,26,11,6,869,3,15,6118,220
1371,sub county,Nyamirama,65,9169,42,1343,66,7,2343,7,3,2619,217
,sub county,Nyamweeru,,8453,25,62,26,7,1892,4,14,3894,183
1184,sub county,Nyapea,96,8633,68,108,81,21,1070,14,53,3677,220
1523,sub county,Nyarubuye,60,9453,18,35,20,12,612,7,5,6299,192
1073,sub county,Nyarushanje,63,22409,26,71,43,17,6582,16,15,9503,536
1643,sub county,Nyimbwa,21,14904,137,67,51,11,4371,25,34,4560,555
1938,sub county,Ochero,35,10249,94,65,64,24,3155,32,34,3643,354
1177,sub county,Odravu,48,11637,75,189,83,28,1844,20,37,5926,304
1248,sub county,Oluvu,105,14526,230,177,105,64,1175,45,198,5876,1067
2140,sub county,Omugo,104,18358,480,330,220,127,4738,73,98,6332,1379
987,sub county,Orum,5,4299,87,62,22,18,972,25,15,2020,0
2102,sub county,Orungo,36,6010,55,64,28,18,1765,19,16,2429,229
1131,sub county,Osukuru,34,17682,64,50,43,26,5788,14,33,4526,1913
1943,sub county,Otuboi,35,11131,84,85,52,29,2790,16,24,4447,291
1000,sub county,Otwal,54,10621,104,106,88,28,3196,59,46,3050,431
,sub county,Pabbo,,19276,321,907,146,93,4547,57,45,1799,683
1011,sub county,Pader,11,4349,45,118,30,12,860,7,14,1470,85
,sub county,Padibe East,,3726,49,384,30,15,1061,17,15,684,237
1272,sub county,Pajulu,104,21388,127,207,256,69,4324,30,57,7099,1421
1781,sub county,Palaro,45,5602,110,328,96,60,1189,25,20,978,218
940,sub county,Panyimur,95,14105,75,325,53,28,1259,11,38,6366,900
1141,sub county,Paya,34,13313,162,114,123,60,5733,64,65,2573,523
,sub county,Pece,,16870,69,548,32,21,4775,8,30,2107,322
978,sub county,Purongo,8,7256,120,855,92,17,796,45,46,1896,209
,sub county,Railways,,3376,20,22,7,4,1211,4,10,846,44
,sub county,Rhino Camp,,8109,112,176,101,51,1460,45,73,2822,471
1142,sub county,Rubongi,34,15258,75,109,52,26,5647,37,41,3827,436
1860,sub county,Ruborogota,3,8690,9,14,13,6,1134,9,0,4186,71
1845,sub county,Rugaaga,3,14698,35,48,50,17,2063,6,9,7505,309
975,sub county,Rugarama,62,16331,43,79,46,24,4121,13,10,6744,726
966,sub county,Ruhaama,62,19864,36,43,37,15,3090,4,7,10209,771
1889,sub county,Ruhija,56,4890,35,42,17,1,849,2,3,2761,74
1383,sub county,Rutenga,65,6644,41,129,24,5,1104,8,3,3574,179
1896,sub county,Rwamucucu,56,14428,45,101,32,15,5052,14,9,5679,274
2009,sub county,Rwengwe,100,8586,29,42,33,18,840,16,33,5694,288
1927,sub county,Rwimi,57,8192,12,30,23,13,844,10,8,4692,201
1053,sub county,Ryeru,101,6813,13,25,11,4,1007,8,2,3777,174
,sub county,Serere,,12819,82,90,39,23,4098,26,42,4567,421
,sub county,Sigulu Islands,,6982,14,45,10,6,977,83,22,3833,117
1396,sub county,Sipi,90,2656,4,4,6,1,657,6,6,1350,182
2038,sub county,Suam,39,4643,17,11,6,3,689,1,3,2502,70
2208,sub county,Tapac,93,4333,25,35,41,14,75,39,87,2605,224
2145,sub county,Vurra,104,20232,144,283,77,30,2764,35,74,8589,1080
1190,sub county,Abongomola,12,14204,117,128,72,39,2995,62,58,5593,499
,sub county,Amolatar Town Council,,4851,15,21,14,4,1321,4,4,2265,125
,sub county,Amuru Town Council,,4851,71,318,62,18,1204,16,19,986,285
1939,sub county,Apapai,35,4771,44,31,17,13,1497,8,12,1703,213
,sub county,Balla,,19791,167,165,93,54,5074,64,65,7759,675
,sub county,Bbanda,,6228,34,35,39,8,1051,7,13,3464,211
1709,sub county,Bitooma,103,6469,27,34,27,7,1050,6,6,3718,148
2007,sub county,Bitsya,100,7796,33,41,30,19,628,6,20,5571,180
1661,sub county,Bubutu,42,9390,33,20,14,6,2277,7,12,3941,218
1255,sub county,Budhaya,81,11535,64,44,22,23,2478,11,36,4047,847
,sub county,Bugongi Town Council,,6254,12,38,7,5,1226,4,3,2641,117
1359,sub county,Buhanda,64,11769,18,34,14,6,962,4,12,7638,141
,sub county,Bukomansimbi Town Council,,4725,39,23,10,6,1775,2,3,1273,126
,sub county,Bukwo Town Council,,2846,5,6,5,7,338,4,3,1032,38
,sub county,Bulucheke,,4828,20,9,48,7,1144,10,3,1787,328
1954,sub county,Buluganya,92,3978,6,15,1,2,1006,3,1,1983,86
,sub county,Busembatia Town Council,,5673,22,24,5,1,1372,3,57,1743,128
1259,sub county,Busoba,33,10320,35,39,45,11,3555,8,11,3295,324
1592,sub county,Butunduzi,69,5807,11,20,7,3,426,2,4,3589,140
,sub county,Buvuma Town Council,,4148,33,27,11,9,821,9,17,1580,195
1207,sub county,Buyengo,31,13944,56,35,28,10,3256,17,71,4660,349
949,sub county,Bweramule,106,3067,1,10,4,3,105,1,3,2083,45
1725,sub county,Dabani,83,10118,45,58,47,22,3067,17,29,3520,243
,sub county,Hima Town Council,,6487,28,19,7,10,1618,6,6,2472,140
1711,sub county,Ibaare,103,6402,11,21,8,19,1423,6,7,3266,126
2119,sub county,Ibuje,12,15514,129,102,164,37,4051,44,41,6386,488
1630,sub county,Irongo,71,10312,35,19,14,7,1789,6,45,3988,499
,sub county,Kaberamaido Town Council,,1927,1,10,2,1,394,0,1,531,12
,sub county,Kabuyanda Town Council,,7932,14,32,17,4,1462,1,2,3683,181
1742,sub county,Kachonga,40,9642,67,70,56,14,2876,22,32,3351,281
1491,sub county,Kagumu,75,10632,47,57,23,15,2970,10,15,4353,444
,sub county,Kamwenge Town Council,,8854,14,35,12,8,986,8,12,4564,133
,sub county,Kanoni Town Council,,5354,39,36,11,7,880,5,8,2676,161
,sub county,Kanungu Town Council,,8005,19,207,21,9,2130,3,3,3423,163
1816,sub county,Kashangura,2,9073,10,24,14,12,1097,65,3,5631,244
2168,sub county,Kashare,61,11337,15,23,12,9,1314,7,7,5146,119
,sub county,Kasilo Town Council,,1687,12,11,5,4,522,2,3,612,66
1026,sub county,Kasodo,76,5894,34,31,18,4,1794,14,27,2305,142
1923,sub county,Kateebwa,57,9120,81,57,49,21,3506,13,14,2298,385
1878,sub county,Kathile,52,6739,59,26,22,12,115,43,160,4682,879
1119,sub county,Katine,88,13983,172,166,148,53,5514,31,42,4304,413
,sub county,Katuna Town Council,,4839,3,34,11,2,1029,2,2,2527,72
,sub county,Kiboga Town Council,,9812,45,40,6,2,2392,2,13,3601,248
1060,sub county,Kicwamba,101,8004,28,28,17,9,831,9,15,5022,279
1808,sub county,Kigorobya,55,22654,69,80,51,37,3818,29,30,10414,970
,sub county,Kigumba Town Council,,9043,19,34,12,7,1762,5,10,2991,188
2043,sub county,Kigwera,66,7584,23,29,11,7,1787,7,11,3804,296
1506,sub county,Kinoni,4,9872,0,0,0,0,7,0,0,9477,41
2188,sub county,Kiyanga,102,9784,28,53,23,5,2497,14,6,4549,153
2227,sub county,Kiyuni,22,7310,33,50,25,13,640,4,6,3835,231
1299,sub county,Kuluba,53,14848,176,227,105,61,2068,64,39,5534,817
1565,sub county,Kwanyiy,91,3971,15,25,6,6,955,8,5,1936,253
1772,sub county,Kwera,51,5947,39,69,42,17,1169,13,41,2542,235
1042,sub county,Kyalulangira,24,11168,29,41,16,7,1634,15,7,5251,276
1804,sub county,Kyangwali,55,22777,60,63,38,18,2229,37,19,13178,768
1036,sub county,Kyebe,24,8926,57,38,21,11,2225,7,13,3191,286
,sub county,Kyotera Town Council,,8162,113,61,3,4,3098,6,15,2138,165
,sub county,Lake Katwe,,9215,62,32,13,11,3742,6,4,2460,269
2259,sub county,Loregae,111,7316,12,11,7,7,68,6,24,5674,270
1964,sub county,Lyama,112,7400,42,33,29,13,1620,14,65,3416,207
,sub county,Lyantonde Town Council,,6817,30,31,3,4,1908,1,8,2358,144
1462,sub county,Mabaale,59,11118,27,42,28,20,1650,10,13,6120,365
1061,sub county,Magambo,101,5865,6,19,12,3,983,2,13,3321,161
1137,sub county,Magola,34,7822,45,63,23,10,2606,9,23,2588,182
2240,sub county,Makokoto,22,3423,14,11,4,6,432,4,5,1874,95
2022,sub county,Malera,38,18440,196,178,75,63,3848,51,60,7231,664
2129,sub county,Manibe,104,13775,145,222,242,89,2841,81,57,4476,755
1729,sub county,Masafu,83,8355,43,51,36,15,2209,9,25,3278,243
1092,sub county,Masheruka,99,9419,30,61,20,11,1901,9,24,4742,154
926,sub county,Matany,94,7574,23,42,27,11,302,24,47,4410,767
1846,sub county,Mbaare,3,14277,12,42,25,26,2013,7,4,7828,153
1127,sub county,Mella,34,8934,40,50,16,14,2860,15,18,3169,508
,sub county,Moyo Town Council,,5347,9,24,5,9,1545,5,11,1505,281
1583,sub county,Mpara,70,16062,24,45,38,12,1345,14,17,9445,541
2246,sub county,Mpatta,79,8081,49,50,14,8,1578,11,18,2862,752
1379,sub county,Mpungu,65,5545,35,370,26,7,1201,3,6,2531,154
,sub county,Muchwini,,9327,123,1492,78,23,1251,40,173,2879,610
,sub county,Muduma,,13102,103,59,40,14,3638,26,25,4531,342
1476,sub county,Mugarama,59,5138,15,31,5,6,498,7,4,3085,177
,sub county,Muhanga Town Council,,6387,14,51,8,4,2127,4,2,2622,126
1554,sub county,Mukongoro,86,19381,181,197,128,62,5543,69,112,7312,638
,sub county,Munkunyu,,16733,108,87,53,28,5793,21,23,5917,604
912,sub county,Mutumba,82,16689,120,85,35,13,3501,12,55,5723,843
996,sub county,Myene,54,11341,152,138,81,28,2608,47,99,3460,455
1994,sub county,Nabukalu,81,14739,71,82,29,17,2702,29,81,6645,437
,sub county,Namayumba Town Council,,7074,49,36,15,11,1418,109,14,2648,191
,sub county,Namuganga,,14154,105,82,59,30,3740,19,18,4662,580
919,sub county,Namutumba,43,15368,111,51,45,19,3158,20,230,5760,621
,sub county,Narweyo,,11792,38,60,72,21,1006,11,13,6788,401
1336,sub county,Nawaikoke,41,24554,56,67,47,18,1869,10,249,16929,348
1842,sub county,Nawanyingi,72,8926,25,20,11,5,1536,60,71,3697,305
,sub county,Nebbi Town Council,,16576,130,495,77,61,3984,40,61,5139,575
1751,sub county,Ngando,67,7284,40,36,26,5,2202,7,15,3086,164
1429,sub county,Ngariam,32,3907,63,54,39,11,631,30,22,2037,186
1621,sub county,Ngetta,6,14204,127,119,70,48,5544,49,34,3096,403
972,sub county,Ngoma,62,4303,2,3,1,4,74,1,2,4084,39
,sub county,Ngora Town Council,,5962,44,45,25,12,2005,15,25,1713,192
1764,sub county,Nkondo,78,11229,29,37,10,8,872,8,79,5995,810
1576,sub county,Nsambya,108,10777,27,35,28,16,1394,8,13,5424,251
1698,sub county,Ntotoro,107,4830,9,14,4,7,210,2,11,3229,247
,sub county,Nwoya Town Council,,6248,65,716,64,22,856,42,44,1443,130
,sub county,Nyahuka,,6905,11,18,4,7,192,4,35,4854,298
1071,sub county,Nyakagyeme,63,17223,43,48,34,18,6801,8,7,5806,425
,sub county,Nyakayojo,,19146,19,52,22,8,3893,14,15,8674,481
1410,sub county,Nyakiyumbu,58,15304,60,42,15,16,4917,16,15,6678,304
1194,sub county,Nyakwae,49,3961,14,23,6,2,252,8,11,2512,154
1853,sub county,Nyamuyanja,3,7798,12,27,31,17,2072,5,5,3405,91
1599,sub county,Nyankwanzi,69,12240,21,41,20,13,1125,15,11,7944,193
1531,sub county,Nyarusiza,60,14603,14,11,17,4,804,4,7,10000,150
1524,sub county,Nyundo,60,6161,14,17,56,2,309,7,5,4270,160
1786,sub county,Odek,45,11589,168,1182,140,48,2588,53,59,2373,522
,sub county,Odupi,,15459,199,190,98,34,2928,35,47,7810,520
2058,sub county,Ofua,44,5371,36,58,20,28,817,13,11,2540,356
,sub county,Ogor,,6120,69,130,34,18,747,12,13,3369,0
2108,sub county,Okungur,36,4989,58,110,29,19,1079,22,24,2338,193
2081,sub county,Omoro,7,17916,376,245,220,87,4508,94,64,6401,745
2068,sub county,Omot,10,5456,45,124,48,17,1189,18,15,2269,207
,sub county,Oyam Town Council,,5035,57,28,49,25,1802,24,20,1196,158
,sub county,Paidha Town Council,,15182,61,150,54,28,3196,11,37,4655,442
1006,sub county,Pajule,11,8172,176,387,114,70,2586,50,93,1879,220
,sub county,Palabek,,6267,73,418,86,34,1371,26,35,1262,261
1548,sub county,Panyangara,46,10672,52,62,40,35,117,43,106,5728,607
1782,sub county,Patiko,45,7584,124,465,171,88,2560,39,40,996,304
1031,sub county,Petete,76,9869,90,55,130,25,2329,28,26,3952,293
1145,sub county,Petta,34,7349,46,39,22,17,2739,11,22,2048,369
1249,sub county,Rigbo,104,9905,137,287,153,75,1823,56,57,4195,473
1251,sub county,Romogi,48,4936,56,96,55,15,667,12,19,2096,287
,sub county,Rubaare Town Council,,6283,9,23,7,11,1575,5,2,2695,122
1824,sub county,Rukiri,2,13232,35,44,30,9,1432,5,18,8549,242
,sub county,Rukoni West,,8249,15,33,33,9,1599,6,3,3941,198
,sub county,Rwashamaire Town Council,,3453,5,15,16,3,1159,2,3,1285,121
1502,sub county,Rwemikoma,4,10366,13,32,7,16,724,1,4,8451,68
,sub county,Serere Town Council,,3777,18,15,7,4,1213,5,9,1187,107
1687,sub county,Sibanga,42,3835,15,5,7,3,987,0,10,1596,123
,sub county,Sironko Town Council,,7562,21,15,9,10,2574,5,21,2541,139
,sub county,Ssembabule Town Council,,3476,12,6,4,6,1009,4,1,1081,80
,sub county,Ssi,,11275,87,51,37,16,2842,14,23,4675,450
906,sub county,Wabinyonyi,23,7667,21,21,15,6,533,4,14,4963,265
936,sub county,Wadelai,95,10503,123,208,54,52,1835,40,40,4510,881
1335,sub county,Wairasa,73,16543,37,39,34,14,3534,9,94,5702,553
2163,sub county,Wanale,33,4658,15,33,19,5,967,5,11,2387,155
1290,sub county,Wankole,77,9078,22,41,105,9,1353,8,40,3284,201
2103,sub county,Wera,36,9787,125,125,83,71,3202,36,38,3231,525
,sub county,Wobulenzi Town Council,,14708,114,69,22,15,5308,10,18,4097,306
1695,sub county,Yivu,105,11387,221,272,125,75,2243,56,147,3563,680
1108,sub county,Zesui,89,5347,17,15,9,9,2117,9,5,1680,171
1638,sub county,Zirobwe,21,17603,108,74,51,21,4512,19,29,6557,615
2074,sub county,Abia,7,10142,103,96,42,21,2883,26,62,4122,318
,sub county,Abim Town Council,,5444,20,36,22,7,1118,10,11,2574,160
1297,sub county,Abuku,53,5610,72,54,25,17,906,17,119,2661,302
,sub county,Aduku Town Council,,3346,14,10,14,2,1003,7,9,1177,90
2089,sub county,Agikdak,50,4677,18,45,46,15,1364,9,6,1937,163
997,sub county,Aleka,54,10886,115,121,73,34,3605,59,32,3178,421
938,sub county,Alwi,95,7459,75,233,48,28,1242,26,37,3142,457
1934,sub county,Aperikira,35,5847,61,22,76,11,1899,8,16,2264,173
1475,sub county,Bubango,59,6809,30,57,28,11,486,3,9,3548,210
1216,sub county,Bubyangu,33,7263,21,47,56,12,2817,11,10,2442,189
1095,sub county,Bugitimwa,89,4171,15,8,4,8,1096,4,4,2080,79
909,sub county,Buhemba,82,11265,43,38,24,11,2410,10,65,3693,542
,sub county,Buikwe Town Council,,7618,50,40,12,4,2060,5,22,2824,224
,sub county,Bukedea Town Council,,4549,29,23,8,8,1287,15,17,1588,117
1240,sub county,Bukiyi,89,6834,25,15,11,9,1991,6,11,2847,226
1996,sub county,Bulidha,81,10846,42,32,16,19,2096,20,40,4334,471
1981,sub county,Bumayoka,37,4603,4,7,36,2,629,8,5,2418,279
1956,sub county,Bunambutye,92,3617,14,10,11,5,529,9,10,2036,128
1733,sub county,Busime,83,7545,41,64,42,13,1906,6,15,3397,298
1353,sub county,Busiriba,64,12894,36,87,17,17,1052,10,16,7386,434
1263,sub county,Buwooya,74,4817,42,21,12,5,951,8,19,1504,501
1724,sub county,Buyanga,83,7320,55,54,35,13,1765,15,25,3091,229
,sub county,Buyende Town Council,,8886,34,42,6,10,990,6,131,4738,290
1413,sub county,Bwesumbu,58,8809,122,55,30,17,4158,11,10,1764,250
,sub county,Bweyale Town Council,,13437,50,118,50,28,2024,23,26,3252,562
1385,sub county,Chema,90,4151,14,4,28,2,1262,8,8,1908,191
2030,sub county,Chepkwasta,39,3245,11,9,5,3,513,4,1,2127,77
2128,sub county,Dadamu,104,16870,96,209,108,49,4225,32,59,4232,901
,sub county,Dokolo Town Council,,8581,31,72,103,21,2632,19,25,2382,245
2003,sub county,Engaju,100,8330,48,93,66,20,710,7,27,5222,569
1499,sub county,Engari,4,12080,30,30,13,6,1460,4,12,7320,166
,sub county,Gombe Town Council,,6972,56,32,32,9,2634,11,14,2362,163
,sub county,Got Apwoyo,,2500,28,206,19,14,275,2,21,795,82
1830,sub county,Igombe,72,7543,26,17,4,4,1830,6,94,3050,229
,sub county,Kaberebere Town Council,,3999,2,18,11,11,1059,0,4,1496,59
1941,sub county,Kakure,35,5197,32,28,23,12,1446,10,16,2274,119
,sub county,Kaliro Town Council,,6821,21,59,12,3,1270,3,79,2854,214
950,sub county,Kanara,106,6246,4,49,9,5,326,4,8,3986,174
1016,sub county,Kanginima,76,4056,20,17,39,5,761,5,11,2490,73
1062,sub county,Katanda,101,8412,28,72,80,12,938,9,13,5162,246
1372,sub county,Katete,65,3808,10,239,16,3,875,4,0,1578,80
,sub county,Katooke Town Council,,6811,11,51,16,0,828,7,8,3698,174
1817,sub county,Keihangara,2,5999,7,30,8,2,807,4,6,3401,205
,sub county,Kibiito Town Council,,6681,15,18,9,5,818,3,9,3752,164
,sub county,Kibuuku Town Council,,1217,3,2,0,0,23,1,2,762,21
1602,sub county,Kigaraale,69,10338,32,35,29,13,835,10,14,6283,258
,sub county,Kigorobya Town Council,,3283,6,12,3,3,755,2,6,1427,76
,sub county,Kihiihi Town Council,,10650,20,1530,27,6,2181,3,2,3508,187
2044,sub county,Kihungya,66,4049,20,35,14,9,889,20,19,1872,260
1819,sub county,Kijongo,2,5430,12,10,9,5,660,50,1,3517,147
1495,sub county,Kirika,75,8557,28,20,11,8,1600,5,13,4299,247
1707,sub county,Kirumya,107,4953,18,17,3,1,520,3,18,3251,195
,sub county,Kitabona,,6231,20,7,5,6,406,1,4,3621,231
,sub county,Kole Town Council,,4005,26,21,23,12,1053,12,4,1564,59
1566,sub county,Kwosir,91,4735,15,37,10,3,835,2,7,2512,303
1009,sub county,Laguti,11,5171,107,610,69,39,1094,32,97,998,126
1218,sub county,Laropi,47,4666,53,81,23,15,1126,7,20,1920,159
1882,sub county,Lolelia,52,2672,12,6,10,6,23,22,58,2058,241
,sub county,Lwamaggwa,,17515,61,61,30,13,2009,19,13,7855,602
1485,sub county,Lwamata,109,12398,54,39,18,5,1574,9,22,5768,414
1051,sub county,Lwankoni,24,6777,61,45,16,7,2418,6,14,2240,238
2228,sub county,Madudu,22,15524,121,113,62,41,2010,29,43,7821,677
1681,sub county,Magale,42,8880,22,34,19,8,2433,10,12,3297,372
,sub county,Manafwa Town Council,,6494,23,16,12,9,2411,8,10,1896,179
,sub county,Masuliita Town Council,,6407,76,38,21,13,1180,6,19,2027,137
,sub county,Mateete Town Council,,5338,25,12,4,1,1611,3,3,1447,60
1743,sub county,Mazimasa,40,12636,74,59,68,14,3384,15,31,5161,512
1128,sub county,Merikit,34,11009,65,63,47,34,5439,19,77,2551,367
,sub county,Midingo,,6233,80,108,42,27,619,16,22,3575,208
2190,sub county,Mitooma,102,10391,30,37,35,14,2015,5,6,5116,161
2100,sub county,Morungatuny,36,6999,102,83,44,25,1631,28,30,3395,226
1460,sub county,Mpeefu,59,15249,25,82,29,13,2568,6,11,7983,517
,sub county,Mpondwe,,25710,66,38,34,9,9264,14,16,7965,762
1657,sub county,Mpumudde,28,6491,20,27,12,8,719,8,12,3873,187
1916,sub county,Mugusu,57,11397,18,24,12,6,1236,6,18,6899,459
1422,sub county,Muhokya,58,9411,57,34,24,7,4255,6,7,2464,288
1968,sub county,Naboa,112,6069,29,31,28,17,1433,9,23,2598,259
,sub county,Nagongera Town Council,,5939,27,47,22,14,2489,16,36,1480,199
,sub county,Nakasongola Town Council,,4465,24,24,2,6,895,4,13,2139,91
,sub county,Nam,,5937,42,312,15,10,674,17,25,2869,346
1839,sub county,Nambale,72,14430,27,41,34,20,4848,7,16,3672,417
1632,sub county,Nawampiti,71,8851,35,20,19,5,1265,3,45,3776,623
928,sub county,Ngoleriet,94,6196,13,76,19,13,241,19,40,3980,445
1445,sub county,Nkooko,59,12731,34,41,39,15,727,14,44,7380,820
921,sub county,Nsinze,43,11110,45,30,26,11,1893,13,165,4422,468
2256,sub county,Ntunda,79,6820,32,40,32,19,1643,19,13,2458,210
1508,sub county,Nyakashashara,4,7180,1,1,3,1,26,4,2,6929,96
1409,sub county,Nyakatonzi,58,1478,3,3,2,2,120,2,2,1173,24
931,sub county,Nyaravur,95,9381,47,142,34,28,1800,18,49,3854,436
1555,sub county,Nyero,86,13904,165,167,87,36,4571,71,45,4024,582
,sub county,Olufe,,11950,216,158,92,72,1304,61,125,4676,771
1792,sub county,Ongako,45,10571,84,557,77,35,2599,37,29,1455,330
,sub county,Otuke Town Council,,2640,30,26,7,7,696,4,3,1220,0
2069,sub county,Paimol,10,6579,76,147,43,22,1847,11,21,2492,285
1316,sub county,Pakanyi,97,26413,146,153,147,57,3230,48,42,10329,1959
2057,sub county,Pakele,44,11159,116,201,90,28,2358,35,19,3903,734
,sub county,Palabek,,6459,121,403,79,25,1563,34,28,1345,229
1028,sub county,Pallisa,76,5975,59,44,30,17,1781,51,48,2106,332
1549,sub county,Rengen,46,10026,60,39,16,17,88,26,69,6870,534
1906,sub county,Rubaya,56,9363,12,17,10,12,1488,10,7,4539,138
2178,sub county,Rugando,61,14034,17,28,25,4,2385,7,17,7400,125
975,sub county,Rugarama,62,5175,16,43,13,3,1175,1,10,2595,113
1065,sub county,Ruhinda,63,13141,38,38,34,10,4781,6,5,4231,428
1717,sub county,Ruhumuro,103,6588,28,37,16,22,880,16,4,3919,140
1843,sub county,Rushasha,3,6015,12,21,20,13,668,4,5,3700,136
1580,sub county,Ruyonza,70,11722,11,26,16,9,840,3,8,6855,185
969,sub county,Rweikiniro,62,15792,15,31,21,4,2058,10,8,9043,560
2278,sub county,Semuto,30,9347,80,56,45,17,1801,20,25,4740,317
,sub county,Sheema Town Council,,8911,13,33,12,9,1627,9,12,4842,125
1699,sub county,Sindila,107,5709,32,32,20,17,537,3,8,3062,147
1120,sub county,Soroti,88,8853,61,67,31,29,3746,36,25,1826,266
1427,sub county,Toroma,32,5068,61,56,37,5,1082,14,23,2677,182
2138,sub county,Uleppi,104,4117,34,99,65,15,434,16,11,2131,200
1784,sub county,Unyama,45,7623,78,353,112,48,2422,27,28,995,341
2147,sub county,Uriama,104,8596,217,207,128,50,1723,47,54,3169,659
1182,sub county,Zeu,96,13700,109,160,88,40,1392,38,49,7201,467
999,sub county,Abok,54,7692,70,110,58,24,1531,25,31,2865,291
1775,sub county,Adeknino,51,6820,51,89,65,21,1977,19,50,2204,335
2082,sub county,Agwingiri,50,6287,43,48,56,15,1919,14,10,2541,162
2075,sub county,Akura,7,10010,106,143,67,27,2813,37,72,3595,241
,sub county,Amuria Town Council,,3011,14,22,5,5,1019,6,4,953,86
2051,sub county,Arinyapi,44,3758,34,65,26,17,487,17,9,1595,276
2127,sub county,Ayivuni,104,9188,84,122,128,38,890,25,33,3788,741
1454,sub county,Birembo,59,11726,23,57,55,9,1046,13,8,6680,610
1267,sub county,Budwale,33,2829,15,12,11,4,677,3,5,1323,80
1412,sub county,Buhuhira,58,8022,64,41,12,14,3038,4,5,2279,235
2150,sub county,Bukasakya,33,14649,26,40,37,11,4574,6,28,3606,391
1668,sub county,Bukusu,42,6192,13,8,10,5,1949,10,8,2468,87
1242,sub county,Bukyabo,89,2968,12,1,5,1,820,3,4,1463,79
,sub county,Bunyafwa,,5574,6,18,7,10,2594,7,6,1445,159
1982,sub county,Bushika,37,6878,17,19,14,12,2130,6,6,2670,166
1295,sub county,Dranya,53,6706,57,67,27,15,1017,12,22,2472,308
,sub county,Greek River,,2041,5,8,1,2,141,2,3,856,111
1402,sub county,Isango,58,4462,15,16,4,2,1242,4,6,2004,104
962,sub county,Itojo,62,11773,7,24,27,12,2389,4,6,5989,259
1355,sub county,Kabambiro,64,7469,10,21,7,1,253,2,2,5019,96
1220,sub county,Kalongo,23,7294,20,21,12,2,453,7,18,5253,182
1971,sub county,Kameruka,112,6228,48,50,14,11,1389,3,6,2910,136
2036,sub county,Kamet,39,1834,3,1,3,25,105,0,3,1384,34
1394,sub county,Kawowo,90,3052,7,6,5,4,542,6,10,1739,114
1380,sub county,Kinaaba,65,4282,32,70,29,6,802,2,6,2354,98
,sub county,Kiryandongo Town Council,,2810,3,18,6,2,476,1,3,1195,103
1595,sub county,Kisojo,69,9409,36,49,16,12,946,7,8,5711,243
,sub county,Kisubba,,7401,18,16,3,6,106,3,29,5100,340
1797,sub county,Kitoba,55,16757,29,72,22,12,2388,11,29,8809,718
1058,sub county,Kyabakara,101,5957,28,47,69,8,815,4,16,3524,205
,sub county,Kyarusozi Town Council,,5803,8,22,7,105,469,1,2,3190,127
,sub county,Lii,,5693,81,522,70,19,972,24,53,1078,205
924,sub county,Lorengecora,94,3440,5,10,7,3,20,8,19,2513,227
1883,sub county,Loyoro,52,830,5,1,0,0,11,1,6,635,57
1262,sub county,Lubya,74,3232,10,11,3,0,894,3,8,956,89
1044,sub county,Lwanda,24,12258,121,93,46,25,3546,23,14,4289,380
